hat,saat,yolcu,sefer,yolcu_per_sefer
132V,12,1078,9,119.8
132V,13,1271,7,181.6
132V,14,1063,10,106.3
132V,15,1578,10,157.8
132V,16,1788,9,198.7
132V,17,1339,14,95.6
132V,18,1221,9,135.7
132V,19,1018,6,169.7
132V,20,683,10,68.3
132V,21,658,7,94.0
132V,22,293,5,58.6
132V,23,71,1,71.0
132Y,6,47,3,15.7
132Y,7,118,3,39.3
132Y,8,146,2,73.0
132Y,9,35,1,35.0
132Y,10,24,1,24.0
132Y,19,39,2,19.5
132YB,6,70,1,70.0
132YB,7,128,2,64.0
132YB,8,48,1,48.0
132YB,9,117,1,117.0
132YB,10,42,1,42.0
132YB,11,56,1,56.0
132YB,12,98,1,98.0
132YB,13,73,1,73.0
132YB,15,13,1,13.0
132YB,16,54,1,54.0
132YB,17,87,1,87.0
132YB,18,137,1,137.0
132YB,19,17,1,17.0
132YB,20,17,1,17.0
132YM,7,50,1,50.0
132YM,9,6,1,6.0
132YM,17,18,1,18.0
132Z,5,35,1,35.0
132Z,6,204,4,51.0
132Z,7,244,1,244.0
132Z,8,221,2,110.5
132Z,9,135,1,135.0
132Z,10,50,2,25.0
132Z,11,66,3,22.0
132Z,12,184,3,61.3
132Z,13,284,2,142.0
132Z,14,167,1,167.0
132Z,15,160,2,80.0
132Z,16,316,2,158.0
132Z,17,203,3,67.7
132Z,18,309,1,309.0
132Z,19,157,2,78.5
132Z,20,150,4,37.5
132Z,21,136,2,68.0
132Z,22,108,2,54.0
132ÇK,5,9,1,9.0
132ÇK,6,56,1,56.0
132ÇK,7,90,1,90.0
132ÇK,8,105,1,105.0
132ÇK,9,16,1,16.0
132ÇK,11,12,1,12.0
132ÇK,13,43,1,43.0
132ÇK,14,41,1,41.0
132ÇK,15,15,1,15.0
132ÇK,17,100,1,100.0
132ÇK,18,44,1,44.0
132ÇK,20,18,1,18.0
133A,5,10,1,10.0
133A,6,43,1,43.0
133A,7,176,2,88.0
133A,8,63,1,63.0
133A,15,51,1,51.0
133A,16,164,2,82.0
133A,18,111,2,55.5
133AK,5,19,4,4.8
133AK,6,368,9,40.9
133AK,7,653,8,81.6
133AK,8,579,7,82.7
133AK,9,363,7,51.9
133AK,10,372,5,74.4
133AK,11,337,10,33.7
133AK,12,482,7,68.9
133AK,13,438,6,73.0
133AK,14,341,7,48.7
133AK,15,468,5,93.6
133AK,16,593,8,74.1
133AK,17,462,8,57.8
133AK,18,577,6,96.2
133AK,19,411,7,58.7
133AK,20,326,6,54.3
133AK,21,220,4,55.0
133AK,22,80,1,80.0
133F,5,33,1,33.0
133F,6,384,6,64.0
133F,7,1088,11,98.9
133F,8,1041,7,148.7
133F,9,615,7,87.9
133F,10,571,6,95.2
133F,11,471,6,78.5
133F,12,636,6,106.0
133F,13,519,6,86.5
133F,14,645,7,92.1
133F,15,871,7,124.4
133F,16,826,5,165.2
133F,17,754,5,150.8
133F,18,743,4,185.8
133F,19,527,6,87.8
133F,20,311,6,51.8
133F,21,258,5,51.6
133F,22,150,3,50.0
133G,6,19,2,9.5
133G,7,82,1,82.0
133G,8,34,1,34.0
133G,9,18,1,18.0
133G,16,13,1,13.0
133G,17,20,1,20.0
133G,18,23,1,23.0
133GP,6,88,3,29.3
133GP,7,189,2,94.5
133GP,8,175,1,175.0
133GP,9,73,2,36.5
133GP,10,97,1,97.0
133GP,11,66,1,66.0
133GP,12,49,1,49.0
133GP,13,133,1,133.0
133GP,14,67,1,67.0
133GP,15,81,2,40.5
133GP,16,85,1,85.0
133GP,17,146,2,73.0
133GP,18,155,2,77.5
133GP,19,128,1,128.0
133GP,20,102,1,102.0
133GP,21,79,2,39.5
133K,5,14,1,14.0
133K,6,65,3,21.7
133K,7,334,4,83.5
133K,8,475,6,79.2
133K,9,241,3,80.3
133K,10,171,5,34.2
133K,11,159,2,79.5
133K,12,160,3,53.3
133K,13,210,2,105.0
133K,14,167,3,55.7
133K,15,171,5,34.2
133K,16,412,4,103.0
133K,17,343,6,57.2
133K,18,395,4,98.8
133K,19,200,4,50.0
133K,20,139,3,46.3
133K,21,126,3,42.0
133K,22,90,3,30.0
133KT,5,3,2,1.5
133KT,6,259,6,43.2
133KT,7,700,10,70.0
133KT,8,839,10,83.9
133KT,9,653,10,65.3
133KT,10,473,7,67.6
133KT,11,405,7,57.9
133KT,12,603,7,86.1
133KT,13,574,7,82.0
133KT,14,676,8,84.5
133KT,15,788,8,98.5
133KT,16,848,10,84.8
133KT,17,845,9,93.9
133KT,18,628,6,104.7
133KT,19,560,8,70.0
133KT,20,435,7,62.1
133KT,21,402,6,67.0
133KT,22,257,3,85.7
133KT,23,71,1,71.0
133M,5,2,1,2.0
133M,6,43,2,21.5
133M,7,75,1,75.0
133M,8,284,3,94.7
133M,9,89,1,89.0
133M,16,105,1,105.0
133M,17,117,2,58.5
133M,18,70,2,35.0
133M,19,23,1,23.0
133N,6,37,1,37.0
133N,7,268,4,67.0
133N,8,260,5,52.0
133N,9,123,3,41.0
133N,10,70,1,70.0
133N,11,50,1,50.0
133N,12,39,1,39.0
133N,13,26,1,26.0
133N,14,18,1,18.0
133N,15,174,3,58.0
133N,16,92,2,46.0
133N,18,43,1,43.0
133N,19,8,1,8.0
133N,20,24,1,24.0
133P,5,64,4,16.0
133P,6,308,9,34.2
133P,7,912,13,70.2
133P,8,920,10,92.0
133P,9,552,9,61.3
133P,10,415,9,46.1
133P,11,571,11,51.9
133P,12,702,10,70.2
133P,13,553,8,69.1
133P,14,484,9,53.8
133P,15,585,6,97.5
133P,16,689,9,76.6
133P,17,613,8,76.6
133P,18,580,8,72.5
133P,19,459,11,41.7
133P,20,371,8,46.4
133P,21,219,7,31.3
133P,22,141,2,70.5
133T,5,20,1,20.0
133T,6,52,2,26.0
133T,7,150,3,50.0
133T,8,140,2,70.0
133T,9,106,2,53.0
133T,10,63,2,31.5
133T,12,19,1,19.0
133T,13,27,1,27.0
133T,15,167,3,55.7
133T,17,142,2,71.0
133TM,6,73,2,36.5
133TM,7,114,3,38.0
133TM,8,147,2,73.5
133TM,9,75,1,75.0
133TM,10,55,2,27.5
133TM,12,105,2,52.5
133TM,13,39,1,39.0
133TM,14,52,2,26.0
133TM,15,182,2,91.0
133TM,16,122,2,61.0
133TM,17,130,2,65.0
133TM,18,116,3,38.7
133TM,19,55,1,55.0
133TM,20,41,1,41.0
133TM,21,26,1,26.0
134,6,41,3,13.7
134,7,301,5,60.2
134,8,336,5,67.2
134,9,187,4,46.8
134,10,164,4,41.0
134,11,142,6,23.7
134,12,231,4,57.8
134,13,198,6,33.0
134,14,175,4,43.8
134,15,268,5,53.6
134,16,252,5,50.4
134,17,243,4,60.8
134,18,210,4,52.5
134,19,241,4,60.2
134,20,107,2,53.5
134,21,83,3,27.7
134,22,61,1,61.0
134CK,6,52,1,52.0
134CK,7,101,2,50.5
134CK,8,178,2,89.0
134CK,9,11,1,11.0
134CK,10,14,1,14.0
134CK,11,19,1,19.0
134CK,12,32,1,32.0
134CK,13,27,2,13.5
134CK,15,24,1,24.0
134CK,16,68,1,68.0
134CK,17,49,1,49.0
134CK,18,81,1,81.0
134CK,19,15,1,15.0
134CK,20,23,1,23.0
134CK,21,13,1,13.0
134CK,22,29,1,29.0
134GK,6,25,2,12.5
134GK,7,73,1,73.0
134GK,8,81,1,81.0
134GK,10,7,1,7.0
134GK,11,34,2,17.0
134GK,12,21,1,21.0
134GK,13,31,1,31.0
134GK,14,31,1,31.0
134GK,19,62,1,62.0
134GK,20,22,1,22.0
134GK,21,22,1,22.0
134UK,9,17,1,17.0
134UK,11,24,1,24.0
134UK,12,33,1,33.0
134UK,13,17,1,17.0
134UK,14,36,1,36.0
134UK,15,51,1,51.0
134UK,16,34,1,34.0
134UK,18,13,1,13.0
134YK,6,161,5,32.2
134YK,7,716,10,71.6
134YK,8,830,8,103.8
134YK,9,629,8,78.6
134YK,10,455,6,75.8
134YK,11,449,8,56.1
134YK,12,509,6,84.8
134YK,13,560,7,80.0
134YK,14,604,6,100.7
134YK,15,555,8,69.4
134YK,16,639,8,79.9
134YK,17,522,5,104.4
134YK,18,435,5,87.0
134YK,19,372,7,53.1
134YK,20,289,7,41.3
134YK,21,147,5,29.4
134YK,22,110,3,36.7
135,6,83,3,27.7
135,7,166,4,41.5
135,8,314,3,104.7
135,9,92,2,46.0
135,10,74,2,37.0
135,11,124,4,31.0
135,12,140,2,70.0
135,13,131,2,65.5
135,14,48,2,24.0
135,15,73,2,36.5
135,16,97,3,32.3
135,17,58,3,19.3
135,18,56,3,18.7
135,19,28,2,14.0
135,20,30,2,15.0
135,21,9,1,9.0
135A,5,4,1,4.0
135A,6,36,2,18.0
135A,7,56,1,56.0
135A,9,4,1,4.0
135A,11,28,1,28.0
135A,12,37,1,37.0
135A,13,40,1,40.0
135A,15,42,2,21.0
135A,16,36,1,36.0
135A,17,30,1,30.0
135A,18,10,1,10.0
135A,19,10,1,10.0
135A,20,23,1,23.0
135A,21,21,1,21.0
135G,6,16,2,8.0
135G,7,33,1,33.0
135G,8,87,1,87.0
135G,9,62,2,31.0
135G,10,53,2,26.5
135G,12,55,2,27.5
135G,13,68,2,34.0
135G,15,102,2,51.0
135G,16,100,2,50.0
135G,18,116,2,58.0
135G,20,64,2,32.0
135K,6,76,3,25.3
135K,7,342,4,85.5
135K,8,151,2,75.5
135K,9,114,2,57.0
135K,11,57,2,28.5
135K,12,90,2,45.0
135K,13,126,2,63.0
135K,14,71,2,35.5
135K,16,94,2,47.0
135K,17,126,1,126.0
135K,18,79,2,39.5
135K,19,102,2,51.0
135K,20,62,2,31.0
135K,21,31,1,31.0
135T,6,59,1,59.0
135T,7,27,1,27.0
135T,8,58,1,58.0
135T,9,37,1,37.0
135T,11,54,1,54.0
135T,12,25,1,25.0
135T,14,41,1,41.0
135T,15,40,1,40.0
135T,16,32,1,32.0
135T,18,39,1,39.0
135T,19,11,1,11.0
135T,20,19,1,19.0
136,5,7,1,7.0
136,6,113,4,28.2
136,7,316,7,45.1
136,8,311,7,44.4
136,9,151,3,50.3
136,10,154,6,25.7
136,11,167,4,41.8
136,12,171,4,42.8
136,13,210,6,35.0
136,14,213,4,53.2
136,15,290,5,58.0
136,16,274,5,54.8
136,17,240,5,48.0
136,18,197,4,49.2
136,19,206,4,51.5
136,20,138,4,34.5
136,21,86,2,43.0
136,22,96,1,96.0
136,23,66,1,66.0
136B,6,294,6,49.0
136B,7,804,8,100.5
136B,8,1020,7,145.7
136B,9,732,7,104.6
136B,10,629,8,78.6
136B,11,508,6,84.7
136B,12,895,8,111.9
136B,13,722,7,103.1
136B,14,771,6,128.5
136B,15,1078,8,134.8
136B,16,851,6,141.8
136B,17,970,7,138.6
136B,18,867,5,173.4
136B,19,664,6,110.7
136B,20,465,6,77.5
136B,21,464,5,92.8
136B,22,264,5,52.8
136B,23,117,4,29.2
136R,6,11,2,5.5
136R,8,16,1,16.0
136R,10,20,1,20.0
136R,11,10,1,10.0
136R,13,26,1,26.0
136R,14,14,1,14.0
136R,16,7,1,7.0
136R,17,38,1,38.0
136R,18,29,1,29.0
136R,19,7,1,7.0
136R,20,17,1,17.0
136Z,6,18,1,18.0
136Z,7,84,2,42.0
136Z,8,40,2,20.0
136Z,9,22,2,11.0
136Z,11,27,2,13.5
136Z,13,26,2,13.0
136Z,14,11,1,11.0
136Z,15,32,1,32.0
136Z,16,30,2,15.0
136Z,17,43,2,21.5
136Z,19,37,2,18.5
136Z,20,16,1,16.0
137,5,42,1,42.0
137,6,132,5,26.4
137,7,313,3,104.3
137,8,276,5,55.2
137,9,193,3,64.3
137,10,147,3,49.0
137,11,131,2,65.5
137,12,157,3,52.3
137,13,164,2,82.0
137,14,171,2,85.5
137,15,276,4,69.0
137,16,149,2,74.5
137,17,96,3,32.0
137,18,236,2,118.0
137,19,156,2,78.0
137,20,82,2,41.0
137,21,25,2,12.5
138,6,93,5,18.6
138,7,290,3,96.7
138,8,253,2,126.5
138,9,82,2,41.0
138,10,105,2,52.5
138,11,22,1,22.0
138,12,85,2,42.5
138,13,52,1,52.0
138,14,107,1,107.0
138,16,73,1,73.0
138,17,137,1,137.0
138,18,77,1,77.0
138,19,83,1,83.0
138B,6,34,1,34.0
138B,7,202,1,202.0
138B,8,154,1,154.0
138B,10,74,1,74.0
138B,11,24,1,24.0
138B,13,50,1,50.0
138B,14,1,1,1.0
138B,15,110,1,110.0
138B,16,105,1,105.0
138B,18,67,1,67.0
138B,19,15,1,15.0
138B,20,39,3,13.0
138B,22,32,1,32.0
139,6,31,1,31.0
139,9,12,1,12.0
139,10,11,1,11.0
139,12,4,1,4.0
139,14,2,1,2.0
139,16,18,2,9.0
139,18,22,2,11.0
139,19,11,1,11.0
139,22,18,1,18.0
139A,6,43,2,21.5
139A,7,60,2,30.0
139A,8,38,2,19.0
139A,9,53,3,17.7
139A,10,66,1,66.0
139A,11,43,2,21.5
139A,12,37,3,12.3
139A,13,19,1,19.0
139A,14,48,3,16.0
139A,15,51,2,25.5
139A,16,39,4,9.8
139A,17,30,2,15.0
139A,18,40,2,20.0
139A,19,45,2,22.5
139A,20,36,2,18.0
139A,21,11,1,11.0
139D,6,28,1,28.0
139D,8,84,1,84.0
139D,10,14,1,14.0
139D,14,24,1,24.0
139D,17,19,1,19.0
139D,19,22,1,22.0
139D,22,3,1,3.0
139S,6,42,1,42.0
139S,9,118,1,118.0
139S,12,117,1,117.0
139S,16,33,1,33.0
139S,18,8,1,8.0
139S,21,26,1,26.0
139T,6,317,3,105.7
139T,7,714,4,178.5
139T,8,345,5,69.0
139T,9,238,2,119.0
139T,10,155,3,51.7
139T,11,273,3,91.0
139T,12,251,3,83.7
139T,13,277,5,55.4
139T,14,149,1,149.0
139T,15,284,4,71.0
139T,16,155,1,155.0
139T,17,198,2,99.0
139T,18,161,2,80.5
139T,19,93,2,46.5
139T,20,36,1,36.0
139T,21,17,1,17.0
13AB,6,28,1,28.0
13AB,8,82,1,82.0
13B,5,33,1,33.0
13B,6,49,2,24.5
13B,7,117,2,58.5
13B,8,91,2,45.5
13B,10,17,1,17.0
13B,11,43,1,43.0
13B,13,26,1,26.0
13B,14,69,2,34.5
13B,15,77,1,77.0
13B,16,103,1,103.0
13B,17,44,2,22.0
13B,19,53,2,26.5
13B,21,22,1,22.0
13FY,6,5,1,5.0
13FY,7,82,2,41.0
13FY,8,75,2,37.5
13FY,9,39,2,19.5
13FY,10,22,1,22.0
13FY,11,11,1,11.0
13FY,12,18,1,18.0
13FY,13,4,1,4.0
13FY,14,43,2,21.5
13FY,15,27,1,27.0
13FY,16,29,1,29.0
13FY,17,26,1,26.0
13FY,18,29,1,29.0
13FY,19,13,1,13.0
13FY,20,35,1,35.0
13FY,21,24,2,12.0
13FY,22,2,1,2.0
13H,5,1,1,1.0
13H,6,117,3,39.0
13H,7,133,3,44.3
13H,8,171,2,85.5
13H,9,91,2,45.5
13H,10,84,1,84.0
13H,11,60,1,60.0
13H,12,92,1,92.0
13H,13,121,2,60.5
13H,14,113,2,56.5
13H,16,115,2,57.5
13H,18,27,1,27.0
13H,19,88,1,88.0
13H,20,51,2,25.5
13H,21,27,1,27.0
13M,5,3,1,3.0
13M,6,165,3,55.0
13M,7,254,3,84.7
13M,8,153,3,51.0
13M,9,84,2,42.0
13M,10,56,2,28.0
13M,11,25,2,12.5
13M,14,35,1,35.0
13M,15,178,3,59.3
13M,16,95,1,95.0
13M,17,95,2,47.5
13M,18,29,2,14.5
13M,19,65,1,65.0
13M,20,16,2,8.0
13M,21,35,1,35.0
13TA,6,10,1,10.0
13TA,7,57,2,28.5
13TA,8,48,2,24.0
13TA,9,12,1,12.0
13TA,10,3,1,3.0
13TA,11,6,1,6.0
13TA,14,4,1,4.0
13TA,15,3,1,3.0
13TA,16,3,1,3.0
13TA,18,8,1,8.0
13TA,19,8,1,8.0
13Y,6,47,1,47.0
13Y,7,56,1,56.0
13Y,9,25,1,25.0
13Y,11,70,1,70.0
13Y,12,8,1,8.0
13Y,13,30,1,30.0
13Y,15,31,1,31.0
14,0,106,1,106.0
14,4,3,1,3.0
14,5,191,4,47.8
14,6,493,7,70.4
14,7,714,7,102.0
14,8,852,7,121.7
14,9,654,6,109.0
14,10,501,3,167.0
14,11,376,4,94.0
14,12,370,2,185.0
14,13,358,4,89.5
14,14,475,4,118.8
14,15,657,6,109.5
14,16,770,2,385.0
14,17,557,3,185.7
14,18,613,5,122.6
14,19,616,4,154.0
14,20,393,4,98.2
14,21,302,4,75.5
14,22,322,3,107.3
14,23,213,2,106.5
141A,6,18,2,9.0
141A,7,40,1,40.0
141A,8,21,1,21.0
141A,15,49,1,49.0
141A,16,38,2,19.0
141A,17,12,1,12.0
141K,6,62,4,15.5
141K,7,134,4,33.5
141K,8,143,2,71.5
141K,9,56,2,28.0
141K,10,6,1,6.0
141K,16,127,4,31.8
141K,17,121,2,60.5
141K,18,134,2,67.0
141K,19,105,3,35.0
141M,5,14,1,14.0
141M,6,504,7,72.0
141M,7,881,7,125.9
141M,8,750,5,150.0
141M,9,551,4,137.8
141M,10,492,6,82.0
141M,11,595,8,74.4
141M,12,498,3,166.0
141M,13,541,5,108.2
141M,14,436,2,218.0
141M,15,609,7,87.0
141M,16,556,2,278.0
141M,17,538,4,134.5
141M,18,617,5,123.4
141M,19,612,4,153.0
141M,20,535,5,107.0
141M,21,396,4,99.0
141M,22,350,2,175.0
141M,23,117,3,39.0
142,0,7,1,7.0
142,5,1,1,1.0
142,6,369,11,33.5
142,7,1347,10,134.7
142,8,1139,14,81.4
142,9,579,7,82.7
142,10,353,4,88.2
142,11,432,4,108.0
142,12,402,4,100.5
142,13,451,4,112.8
142,14,384,5,76.8
142,15,709,9,78.8
142,16,783,8,97.9
142,17,1017,12,84.8
142,18,1082,12,90.2
142,19,975,10,97.5
142,20,497,9,55.2
142,21,481,4,120.2
142,22,333,5,66.6
142,23,120,1,120.0
142A,5,62,2,31.0
142A,6,147,2,73.5
142A,7,355,3,118.3
142A,8,265,3,88.3
142A,9,134,2,67.0
142A,11,54,1,54.0
142A,12,71,2,35.5
142A,14,45,1,45.0
142A,15,119,2,59.5
142A,16,148,2,74.0
142A,17,128,2,64.0
142A,18,147,3,49.0
142A,19,105,2,52.5
142A,20,72,1,72.0
142A,21,55,1,55.0
142B,5,188,6,31.3
142B,6,1077,11,97.9
142B,7,1500,10,150.0
142B,8,1360,10,136.0
142B,9,1393,12,116.1
142B,10,865,11,78.6
142B,11,1040,10,104.0
142B,12,1368,10,136.8
142B,13,1116,8,139.5
142B,14,856,7,122.3
142B,15,1036,10,103.6
142B,16,1075,5,215.0
142B,17,1008,7,144.0
142B,18,731,4,182.8
142B,19,497,3,165.7
142B,20,696,8,87.0
142B,21,578,8,72.2
142B,22,404,5,80.8
142E,5,44,1,44.0
142E,6,59,1,59.0
142E,7,37,1,37.0
142E,8,9,1,9.0
142E,9,36,1,36.0
142E,17,106,2,53.0
142ES,6,60,2,30.0
142ES,7,166,2,83.0
142ES,8,139,2,69.5
142ES,9,76,4,19.0
142ES,10,73,2,36.5
142ES,11,86,2,43.0
142ES,12,115,2,57.5
142ES,13,71,2,35.5
142ES,14,92,2,46.0
142ES,15,125,2,62.5
142ES,16,166,2,83.0
142ES,17,86,1,86.0
142ES,18,99,2,49.5
142ES,19,82,1,82.0
142ES,20,51,3,17.0
142ES,22,13,1,13.0
142F,5,174,4,43.5
142F,6,851,19,44.8
142F,7,1415,27,52.4
142F,8,891,16,55.7
142F,9,528,14,37.7
142F,10,544,14,38.9
142F,11,594,13,45.7
142F,12,812,13,62.5
142F,13,772,12,64.3
142F,14,626,12,52.2
142F,15,788,12,65.7
142F,16,865,17,50.9
142F,17,1252,18,69.6
142F,18,991,15,66.1
142F,19,857,13,65.9
142F,20,528,17,31.1
142F,21,476,12,39.7
142F,22,266,7,38.0
142F,23,3,1,3.0
142K,6,196,4,49.0
142K,7,258,3,86.0
142K,8,238,3,79.3
142K,9,77,3,25.7
142K,10,28,1,28.0
142K,11,29,2,14.5
142K,12,55,2,27.5
142K,13,51,1,51.0
142K,14,26,2,13.0
142K,15,48,1,48.0
142K,16,120,5,24.0
142K,17,153,4,38.2
142K,18,221,5,44.2
142K,19,67,2,33.5
142K,20,30,2,15.0
142T,6,132,3,44.0
142T,7,152,3,50.7
142T,8,125,2,62.5
142T,9,146,4,36.5
142T,10,99,2,49.5
142T,11,94,2,47.0
142T,12,148,4,37.0
142T,13,102,2,51.0
142T,14,166,3,55.3
142T,15,173,1,173.0
142T,16,264,2,132.0
142T,17,105,1,105.0
142T,18,167,3,55.7
142T,19,102,1,102.0
142T,20,65,3,21.7
142T,21,41,1,41.0
143,6,131,4,32.8
143,7,290,5,58.0
143,16,63,3,21.0
143,17,129,2,64.5
143,18,125,2,62.5
143,19,103,3,34.3
144,6,18,2,9.0
144,7,111,1,111.0
144,8,86,2,43.0
144,15,2,1,2.0
144,16,22,1,22.0
144,17,133,2,66.5
144,18,146,1,146.0
144A,5,88,2,44.0
144A,6,544,6,90.7
144A,7,760,4,190.0
144A,8,849,6,141.5
144A,9,278,4,69.5
144A,10,284,5,56.8
144A,11,239,4,59.8
144A,12,324,3,108.0
144A,13,342,5,68.4
144A,14,327,3,109.0
144A,15,288,2,144.0
144A,16,489,5,97.8
144A,17,559,4,139.8
144A,18,536,4,134.0
144A,19,496,3,165.3
144A,20,340,6,56.7
144A,21,142,3,47.3
144A,22,22,1,22.0
144B,13,16,1,16.0
144B,15,63,1,63.0
144B,17,10,2,5.0
144B,19,4,1,4.0
144K,7,25,3,8.3
144K,8,55,3,18.3
144K,9,46,4,11.5
144K,10,15,4,3.8
144K,11,17,3,5.7
144K,12,3,3,1.0
144K,13,20,3,6.7
144K,14,15,3,5.0
144K,15,10,3,3.3
144K,16,54,3,18.0
144K,17,35,4,8.8
144K,18,16,3,5.3
144K,19,22,4,5.5
144K,20,5,4,1.2
144K,21,20,2,10.0
144K,22,6,2,3.0
144M,6,154,4,38.5
144M,7,230,4,57.5
144M,8,319,3,106.3
144M,9,131,2,65.5
144M,10,96,2,48.0
144M,11,93,2,46.5
144M,12,107,1,107.0
144M,13,80,1,80.0
144M,14,55,2,27.5
144M,15,92,1,92.0
144M,16,148,3,49.3
144M,17,133,1,133.0
144M,18,87,2,43.5
144M,19,118,2,59.0
144M,20,93,2,46.5
144M,21,69,1,69.0
145,6,119,1,119.0
145,7,250,4,62.5
145,8,169,3,56.3
145,9,106,2,53.0
145,10,39,2,19.5
145,11,38,2,19.0
145,12,33,2,16.5
145,13,77,2,38.5
145,14,45,2,22.5
145,15,34,2,17.0
145,16,72,2,36.0
145,17,135,2,67.5
145,18,97,2,48.5
145,19,11,2,5.5
145,20,47,2,23.5
145,21,62,1,62.0
145T,5,66,1,66.0
145T,6,175,1,175.0
145T,7,85,2,42.5
145T,8,78,1,78.0
145T,9,38,2,19.0
145T,10,40,2,20.0
145T,11,55,2,27.5
145T,12,44,2,22.0
145T,13,78,1,78.0
145T,14,48,1,48.0
145T,15,58,2,29.0
145T,16,96,2,48.0
145T,17,27,2,13.5
145T,18,100,1,100.0
145T,19,74,1,74.0
145T,20,68,3,22.7
145T,21,74,1,74.0
145T,22,53,1,53.0
145T,23,44,1,44.0
146,0,125,1,125.0
146,4,39,2,19.5
146,5,317,3,105.7
146,6,526,6,87.7
146,7,750,8,93.8
146,8,1104,8,138.0
146,9,780,4,195.0
146,10,983,7,140.4
146,11,828,5,165.6
146,12,917,6,152.8
146,13,669,5,133.8
146,14,838,6,139.7
146,15,857,3,285.7
146,16,629,4,157.2
146,17,785,4,196.2
146,18,733,4,183.2
146,19,760,2,380.0
146,20,647,4,161.8
146,21,605,7,86.4
146,22,494,7,70.6
146,23,466,4,116.5
146A,6,184,4,46.0
146A,7,207,1,207.0
146A,16,114,2,57.0
146A,17,201,2,100.5
146A,19,158,1,158.0
146B,5,76,1,76.0
146B,6,224,3,74.7
146B,7,497,1,497.0
146B,8,353,2,176.5
146B,9,335,2,167.5
146B,10,224,1,224.0
146B,11,287,1,287.0
146B,12,179,1,179.0
146B,13,350,1,350.0
146B,14,240,1,240.0
146B,15,178,1,178.0
146B,16,271,1,271.0
146B,18,251,2,125.5
146B,20,160,2,80.0
146B,21,205,2,102.5
146B,22,131,2,65.5
146F,5,7,2,3.5
146F,6,84,1,84.0
146F,7,140,2,70.0
146F,8,188,1,188.0
146F,9,27,1,27.0
146F,11,25,1,25.0
146F,13,30,1,30.0
146F,15,37,1,37.0
146F,17,111,1,111.0
146F,19,31,1,31.0
146F,20,38,2,19.0
146K,7,56,1,56.0
146K,9,12,1,12.0
146K,15,7,1,7.0
146K,16,28,1,28.0
146K,17,45,1,45.0
146M,5,19,1,19.0
146M,6,252,6,42.0
146M,7,523,5,104.6
146M,9,155,2,77.5
146M,10,126,2,63.0
146M,11,133,1,133.0
146M,12,51,1,51.0
146M,13,84,1,84.0
146M,14,107,2,53.5
146M,15,51,2,25.5
146M,16,130,2,65.0
146M,17,236,2,118.0
146M,18,230,3,76.7
146M,19,219,3,73.0
146M,20,154,1,154.0
146M,21,92,1,92.0
146T,0,25,1,25.0
146T,5,167,4,41.8
146T,6,1055,13,81.2
146T,7,1634,10,163.4
146T,8,1395,5,279.0
146T,9,1033,5,206.6
146T,10,955,6,159.2
146T,11,956,10,95.6
146T,12,1029,5,205.8
146T,13,998,9,110.9
146T,14,868,8,108.5
146T,15,821,7,117.3
146T,16,966,6,161.0
146T,17,747,5,149.4
146T,18,933,9,103.7
146T,19,1066,6,177.7
146T,20,867,13,66.7
146T,21,706,7,100.9
146T,22,362,6,60.3
146T,23,192,3,64.0
147,5,133,7,19.0
147,6,943,13,72.5
147,7,1996,12,166.3
147,8,1964,9,218.2
147,9,1126,7,160.9
147,10,1190,10,119.0
147,11,909,6,151.5
147,12,1786,10,178.6
147,13,1121,7,160.1
147,14,1295,11,117.7
147,15,1504,7,214.9
147,16,1451,10,145.1
147,17,1633,10,163.3
147,18,1356,9,150.7
147,19,1447,13,111.3
147,20,1125,6,187.5
147,21,587,7,83.9
147,22,743,4,185.8
147,23,213,2,106.5
14A,0,90,1,90.0
14A,5,123,3,41.0
14A,6,585,4,146.2
14A,7,1464,7,209.1
14A,8,1198,5,239.6
14A,9,1053,3,351.0
14A,10,937,6,156.2
14A,11,885,5,177.0
14A,12,949,6,158.2
14A,13,939,5,187.8
14A,14,714,4,178.5
14A,15,949,4,237.2
14A,16,823,3,274.3
14A,17,739,2,369.5
14A,18,775,4,193.8
14A,19,826,5,165.2
14A,20,634,3,211.3
14A,21,410,4,102.5
14A,22,357,3,119.0
14A,23,213,2,106.5
14AK,6,177,3,59.0
14AK,7,351,2,175.5
14AK,8,300,1,300.0
14AK,9,200,2,100.0
14AK,10,177,1,177.0
14AK,11,212,1,212.0
14AK,12,117,1,117.0
14AK,13,113,1,113.0
14AK,14,200,3,66.7
14AK,15,254,2,127.0
14AK,16,259,1,259.0
14AK,17,400,3,133.3
14AK,18,310,1,310.0
14AK,19,175,1,175.0
14AK,20,101,2,50.5
14AK,21,108,1,108.0
14AK,22,53,1,53.0
14B,0,175,2,87.5
14B,5,208,5,41.6
14B,6,839,10,83.9
14B,7,1988,14,142.0
14B,8,1697,6,282.8
14B,9,1392,6,232.0
14B,10,1209,13,93.0
14B,11,1535,13,118.1
14B,12,1671,11,151.9
14B,13,1566,13,120.5
14B,14,1433,10,143.3
14B,15,1844,14,131.7
14B,16,1927,11,175.2
14B,17,1611,12,134.2
14B,18,1590,8,198.8
14B,19,1360,9,151.1
14B,20,1005,9,111.7
14B,21,835,7,119.3
14B,22,613,7,87.6
14B,23,367,4,91.8
14BK,5,69,2,34.5
14BK,6,516,8,64.5
14BK,7,1803,18,100.2
14BK,8,1332,11,121.1
