hat,saat,yolcu,sefer,yolcu_per_sefer
92T,20,266,3,88.7
92T,21,220,1,220.0
93,5,9,1,9.0
93,6,153,5,30.6
93,7,563,4,140.8
93,8,917,5,183.4
93,9,411,2,205.5
93,10,389,3,129.7
93,11,462,3,154.0
93,12,375,3,125.0
93,13,523,3,174.3
93,14,478,4,119.5
93,15,665,3,221.7
93,16,427,2,213.5
93,17,498,3,166.0
93,18,423,2,211.5
93,19,530,4,132.5
93,20,166,3,55.3
93,21,158,2,79.0
93M,5,20,2,10.0
93M,6,397,7,56.7
93M,7,1250,12,104.2
93M,8,1444,11,131.3
93M,9,899,9,99.9
93M,10,749,9,83.2
93M,11,662,7,94.6
93M,12,749,7,107.0
93M,13,655,7,93.6
93M,14,680,5,136.0
93M,15,740,6,123.3
93M,16,790,7,112.9
93M,17,810,6,135.0
93M,18,919,5,183.8
93M,19,865,7,123.6
93M,20,664,7,94.9
93M,21,391,6,65.2
93M,22,409,6,68.2
93M,23,178,3,59.3
93T,5,93,3,31.0
93T,6,454,7,64.9
93T,7,1044,5,208.8
93T,8,958,6,159.7
93T,9,874,5,174.8
93T,10,671,4,167.8
93T,11,768,4,192.0
93T,12,783,4,195.8
93T,13,750,3,250.0
93T,14,725,4,181.2
93T,15,690,4,172.5
93T,16,802,4,200.5
93T,17,852,4,213.0
93T,18,1078,4,269.5
93T,19,934,3,311.3
93T,20,612,7,87.4
93T,21,589,7,84.1
93T,22,527,6,87.8
93T,23,329,4,82.2
94,6,5,1,5.0
94Y,5,35,1,35.0
94Y,7,28,1,28.0
94Y,10,30,1,30.0
94Y,13,68,1,68.0
94Y,14,52,1,52.0
94Y,16,21,1,21.0
94Y,18,52,1,52.0
94Y,20,4,1,4.0
94Y,22,29,1,29.0
97,5,366,8,45.8
97,6,1291,16,80.7
97,7,2739,20,137.0
97,8,2508,13,192.9
97,9,1636,18,90.9
97,10,1477,17,86.9
97,11,1342,20,67.1
97,12,1744,18,96.9
97,13,1675,21,79.8
97,14,1426,19,75.1
97,15,1651,17,97.1
97,16,1966,19,103.5
97,17,1863,18,103.5
97,18,1915,17,112.6
97,19,1756,16,109.8
97,20,1149,16,71.8
97,21,997,18,55.4
97,22,859,12,71.6
97,23,540,4,135.0
97A,6,330,4,82.5
97A,7,519,5,103.8
97A,8,382,3,127.3
97A,9,266,2,133.0
97A,10,286,4,71.5
97A,11,293,3,97.7
97A,12,388,3,129.3
97A,13,328,3,109.3
97A,14,268,2,134.0
97A,15,256,3,85.3
97A,16,231,2,115.5
97A,17,212,2,106.0
97A,18,285,2,142.5
97A,19,226,3,75.3
97A,20,210,5,42.0
97A,21,134,4,33.5
97A,22,149,2,74.5
97A,23,32,1,32.0
97BT,7,101,1,101.0
97BT,9,54,1,54.0
97BT,12,56,1,56.0
97BT,13,21,1,21.0
97BT,15,50,1,50.0
97BT,19,8,1,8.0
97E,5,9,1,9.0
97E,6,182,3,60.7
97E,7,308,3,102.7
97E,8,209,1,209.0
97E,9,151,1,151.0
97E,10,99,2,49.5
97E,11,69,2,34.5
97E,13,94,2,47.0
97E,14,104,2,52.0
97E,15,161,1,161.0
97E,16,235,2,117.5
97E,17,189,1,189.0
97E,18,233,2,116.5
97E,19,194,1,194.0
97E,20,188,1,188.0
97E,21,18,1,18.0
97G,5,99,2,49.5
97G,6,315,6,52.5
97G,7,668,5,133.6
97G,8,466,3,155.3
97G,9,327,3,109.0
97G,10,303,3,101.0
97G,11,295,3,98.3
97G,12,511,4,127.8
97G,13,499,4,124.8
97G,14,398,3,132.7
97G,15,482,3,160.7
97G,16,552,4,138.0
97G,17,667,2,333.5
97G,18,493,4,123.2
97G,19,393,4,98.2
97G,20,517,3,172.3
97G,21,274,8,34.2
97G,22,279,4,69.8
97G,23,61,1,61.0
97GE,5,102,3,34.0
97GE,6,390,4,97.5
97GE,7,683,5,136.6
97GE,8,643,3,214.3
97GE,9,527,2,263.5
97GE,10,438,2,219.0
97GE,11,438,6,73.0
97GE,12,572,4,143.0
97GE,13,504,2,252.0
97GE,14,458,3,152.7
97GE,15,700,3,233.3
97GE,16,753,3,251.0
97GE,17,513,2,256.5
97GE,18,712,3,237.3
97GE,19,548,4,137.0
97GE,20,411,4,102.8
97GE,21,363,5,72.6
97GE,22,202,4,50.5
97GE,23,142,2,71.0
97KZ,6,114,3,38.0
97KZ,7,365,4,91.2
97KZ,8,262,2,131.0
97KZ,9,162,1,162.0
97KZ,10,74,1,74.0
97KZ,11,157,2,78.5
97KZ,12,17,2,8.5
97KZ,14,164,2,82.0
97KZ,15,212,1,212.0
97KZ,16,199,1,199.0
97KZ,17,118,2,59.0
97KZ,18,75,1,75.0
97KZ,19,156,1,156.0
97M,5,110,3,36.7
97M,6,895,6,149.2
97M,7,838,7,119.7
97M,8,417,5,83.4
97M,10,191,1,191.0
97M,11,384,8,48.0
97M,12,454,6,75.7
97M,13,378,4,94.5
97M,14,277,5,55.4
97M,15,351,6,58.5
97M,16,530,5,106.0
97M,17,511,5,102.2
97M,18,529,5,105.8
97M,19,677,4,169.2
97M,20,413,7,59.0
97M,21,407,8,50.9
97M,22,445,5,89.0
97M,23,101,4,25.2
97T,5,52,1,52.0
97T,6,158,4,39.5
97T,7,489,3,163.0
97T,8,502,2,251.0
97T,9,340,2,170.0
97T,10,300,2,150.0
97T,11,162,1,162.0
97T,12,300,2,150.0
97T,13,283,2,141.5
97T,14,258,1,258.0
97T,15,237,1,237.0
97T,16,212,1,212.0
97T,17,332,1,332.0
97T,18,220,1,220.0
97T,19,127,1,127.0
97T,20,101,2,50.5
97T,21,148,2,74.0
97T,23,49,1,49.0
98,5,86,3,28.7
98,6,825,7,117.9
98,7,1372,4,343.0
98,8,1914,2,957.0
98,9,1014,3,338.0
98,10,638,3,212.7
98,11,885,2,442.5
98,12,786,2,393.0
98,13,788,2,394.0
98,14,684,4,171.0
98,15,1148,3,382.7
98,16,1323,2,661.5
98,17,1059,2,529.5
98,18,1066,4,266.5
98,19,1237,1,1237.0
98,20,928,4,232.0
98,21,639,4,159.8
98,22,593,1,593.0
98,23,407,2,203.5
98A,6,38,1,38.0
98A,7,231,3,77.0
98A,8,233,1,233.0
98A,9,150,1,150.0
98A,10,159,2,79.5
98A,12,68,1,68.0
98A,13,63,2,31.5
98A,14,112,1,112.0
98A,15,129,1,129.0
98A,16,131,1,131.0
98A,17,199,1,199.0
98A,20,44,2,22.0
98AB,5,93,2,46.5
98AB,6,465,5,93.0
98AB,7,1306,14,93.3
98AB,8,1185,6,197.5
98AB,9,836,4,209.0
98AB,10,501,2,250.5
98AB,11,487,3,162.3
98AB,12,632,4,158.0
98AB,13,649,3,216.3
98AB,14,595,3,198.3
98AB,15,682,4,170.5
98AB,16,665,5,133.0
98AB,17,585,3,195.0
98AB,18,492,4,123.0
98AB,19,494,3,164.7
98AB,20,421,6,70.2
98AB,21,386,2,193.0
98AB,22,134,2,67.0
98AB,23,116,2,58.0
98B,5,57,2,28.5
98B,6,305,5,61.0
98B,7,1090,8,136.2
98B,8,807,5,161.4
98B,9,630,4,157.5
98B,10,343,2,171.5
98B,11,542,6,90.3
98B,12,578,4,144.5
98B,13,539,6,89.8
98B,14,641,4,160.2
98B,15,801,5,160.2
98B,16,754,5,150.8
98B,17,791,3,263.7
98B,18,582,5,116.4
98B,19,593,4,148.2
98B,20,337,2,168.5
98B,21,191,2,95.5
98B,22,262,3,87.3
98B,23,16,1,16.0
98D,5,55,1,55.0
98D,6,151,4,37.8
98D,7,446,3,148.7
98D,8,509,3,169.7
98D,9,259,1,259.0
98D,10,274,4,68.5
98D,11,295,2,147.5
98D,12,299,3,99.7
98D,13,355,2,177.5
98D,14,285,2,142.5
98D,15,303,3,101.0
98D,16,301,2,150.5
98D,17,267,2,133.5
98D,18,310,3,103.3
98D,19,224,1,224.0
98D,20,157,2,78.5
98D,21,118,2,59.0
98D,22,96,1,96.0
98E,6,73,2,36.5
98E,7,252,2,126.0
98E,9,134,1,134.0
98E,10,82,1,82.0
98E,11,52,2,26.0
98E,12,98,1,98.0
98E,13,91,1,91.0
98E,14,66,1,66.0
98E,15,105,1,105.0
98E,16,106,1,106.0
98E,17,136,1,136.0
98E,18,167,1,167.0
98E,19,68,1,68.0
98E,20,60,1,60.0
98E,21,33,1,33.0
98E,22,20,1,20.0
98G,6,143,5,28.6
98G,7,387,3,129.0
98G,8,275,2,137.5
98G,9,199,2,99.5
98G,10,174,2,87.0
98G,11,212,2,106.0
98G,12,318,2,159.0
98G,13,365,2,182.5
98G,14,312,4,78.0
98G,15,364,4,91.0
98G,16,373,2,186.5
98G,17,374,3,124.7
98G,18,341,2,170.5
98G,19,254,1,254.0
98G,20,163,1,163.0
98G,21,107,2,53.5
98G,22,98,2,49.0
98H,0,3,1,3.0
98H,5,49,3,16.3
98H,6,345,5,69.0
98H,7,675,5,135.0
98H,8,742,3,247.3
98H,9,548,2,274.0
98H,10,392,2,196.0
98H,11,384,2,192.0
98H,12,410,4,102.5
98H,13,420,3,140.0
98H,14,414,2,207.0
98H,15,584,3,194.7
98H,16,766,3,255.3
98H,17,659,3,219.7
98H,18,401,3,133.7
98H,19,402,2,201.0
98H,20,396,4,99.0
98H,21,297,2,148.5
98H,22,249,5,49.8
98H,23,107,2,53.5
98K,6,58,1,58.0
98K,7,46,1,46.0
98K,15,24,1,24.0
98K,17,54,1,54.0
98KM,6,394,8,49.2
98KM,7,1116,11,101.5
98KM,8,680,3,226.7
98KM,9,403,4,100.8
98KM,10,503,4,125.8
98KM,11,350,4,87.5
98KM,12,353,4,88.2
98KM,13,348,4,87.0
98KM,14,463,9,51.4
98KM,15,633,1,633.0
98KM,16,340,1,340.0
98KM,17,517,4,129.2
98KM,18,545,5,109.0
98KM,19,398,2,199.0
98KM,20,365,7,52.1
98KM,21,217,5,43.4
98M,5,58,1,58.0
98M,6,134,2,67.0
98M,7,196,1,196.0
98M,8,262,3,87.3
98M,10,86,2,43.0
98M,12,94,1,94.0
98M,13,114,2,57.0
98M,14,107,2,53.5
98M,15,63,1,63.0
98M,16,113,1,113.0
98M,18,83,1,83.0
98M,20,135,2,67.5
98M,21,123,2,61.5
98M,22,64,1,64.0
98MB,6,92,2,46.0
98MB,7,118,1,118.0
98MB,8,157,1,157.0
98MB,9,63,1,63.0
98MB,15,14,1,14.0
98MB,16,80,2,40.0
98MB,17,45,2,22.5
98MB,19,20,1,20.0
98S,5,69,1,69.0
98S,6,436,8,54.5
98S,7,1278,11,116.2
98S,8,1258,10,125.8
98S,9,953,10,95.3
98S,10,665,6,110.8
98S,11,624,6,104.0
98S,12,715,6,119.2
98S,13,735,6,122.5
98S,14,786,8,98.2
98S,15,993,6,165.5
98S,16,841,5,168.2
98S,17,848,5,169.6
98S,18,834,8,104.2
98S,19,807,4,201.8
98S,20,247,1,247.0
98S,21,156,2,78.0
98S,22,125,2,62.5
98S,23,108,4,27.0
98T,6,98,3,32.7
98T,7,213,2,106.5
98T,8,165,1,165.0
98T,9,70,1,70.0
98T,10,98,1,98.0
98T,11,138,1,138.0
98T,12,107,1,107.0
98T,13,81,1,81.0
98T,14,56,2,28.0
98T,15,136,2,68.0
98T,16,103,1,103.0
98T,17,110,1,110.0
98T,18,205,2,102.5
98T,19,71,1,71.0
98T,20,80,1,80.0
98T,21,40,1,40.0
98T,22,38,1,38.0
98TB,6,26,2,13.0
98TB,7,59,1,59.0
98TB,8,51,2,25.5
98TB,9,72,1,72.0
98TB,10,16,1,16.0
98TB,11,32,1,32.0
98TB,12,54,1,54.0
98TB,13,9,1,9.0
98TB,14,51,1,51.0
98TB,15,33,2,16.5
98TB,19,31,1,31.0
98TB,20,15,1,15.0
98TB,21,35,1,35.0
98Y,5,3,1,3.0
98Y,6,214,4,53.5
98Y,7,532,4,133.0
98Y,8,488,3,162.7
98Y,9,277,2,138.5
98Y,10,210,1,210.0
98Y,11,197,2,98.5
98Y,12,366,2,183.0
98Y,13,297,5,59.4
98Y,14,272,4,68.0
98Y,15,331,5,66.2
98Y,16,321,3,107.0
98Y,17,379,1,379.0
98Y,18,232,2,116.0
98Y,19,381,3,127.0
98Y,20,251,2,125.5
98Y,22,45,2,22.5
99A,5,44,1,44.0
99A,6,257,5,51.4
99A,7,407,6,67.8
99A,8,416,6,69.3
99A,9,335,5,67.0
99A,10,283,4,70.8
99A,11,250,4,62.5
99A,12,359,4,89.8
99A,13,274,5,54.8
99A,14,365,8,45.6
99A,15,376,8,47.0
99A,16,382,8,47.8
99A,17,325,8,40.6
99A,18,364,7,52.0
99A,19,373,8,46.6
99A,20,209,7,29.9
99A,21,103,6,17.2
99A,22,47,2,23.5
9A,5,8,1,8.0
9A,6,9,1,9.0
9A,7,42,1,42.0
9A,8,51,1,51.0
9A,16,69,1,69.0
9A,17,26,1,26.0
9A,18,19,1,19.0
9H,6,87,1,87.0
9H,7,97,2,48.5
9H,9,70,2,35.0
9H,11,33,1,33.0
9H,13,71,1,71.0
9H,18,1,1,1.0
9H,20,16,1,16.0
9H,22,28,1,28.0
9K,5,68,1,68.0
9K,6,207,3,69.0
9K,7,410,2,205.0
9K,8,352,1,352.0
9K,9,141,2,70.5
9K,11,37,2,18.5
9K,13,107,3,35.7
9K,14,399,1,399.0
9K,15,470,4,117.5
9K,16,390,1,390.0
9K,17,430,2,215.0
9K,18,340,1,340.0
9K,19,209,1,209.0
9K,20,110,2,55.0
9K,22,67,1,67.0
9KS,7,70,1,70.0
9KS,8,35,1,35.0
9KS,9,25,1,25.0
9KS,10,8,1,8.0
9KS,12,15,1,15.0
9KS,13,14,1,14.0
9KS,14,15,1,15.0
9KS,15,74,1,74.0
9KS,16,43,1,43.0
9KS,17,19,1,19.0
9KS,19,38,1,38.0
9KS,20,7,1,7.0
9KS,21,11,1,11.0
9T,6,107,2,53.5
9T,7,88,2,44.0
9T,15,10,2,5.0
9T,16,53,1,53.0
9T,17,52,2,26.0
9T,18,66,2,33.0
9T,19,51,1,51.0
9ÇN,6,139,3,46.3
9ÇN,7,306,4,76.5
9ÇN,8,263,1,263.0
9ÇN,9,133,2,66.5
9ÇN,11,25,1,25.0
9ÇN,14,83,1,83.0
9ÇN,15,115,1,115.0
9ÇN,16,187,1,187.0
9ÇN,17,84,2,42.0
9ÇN,18,153,2,76.5
9ÇN,20,38,1,38.0
9ÇN,21,7,1,7.0
ARN1,5,49,2,24.5
ARN1,6,269,3,89.7
ARN1,7,325,3,108.3
ARN1,8,311,3,103.7
ARN1,9,187,5,37.4
ARN1,10,200,6,33.3
ARN1,11,214,4,53.5
ARN1,12,281,4,70.2
ARN1,13,269,5,53.8
ARN1,14,190,3,63.3
ARN1,15,148,3,49.3
ARN1,16,321,4,80.2
ARN1,17,293,5,58.6
ARN1,18,246,4,61.5
ARN1,19,179,5,35.8
ARN1,20,104,4,26.0
ARN1,21,125,5,25.0
ARN1,22,35,1,35.0
BA-1,6,2,2,1.0
BA-1,7,9,2,4.5
BA-1,8,49,5,9.8
BA-1,9,16,2,8.0
BA-1,10,25,2,12.5
BA-1,11,21,2,10.5
BA-1,12,30,2,15.0
BA-1,13,10,3,3.3
BA-1,14,13,3,4.3
BA-1,15,27,3,9.0
BA-1,16,35,3,11.7
BA-1,17,29,3,9.7
BA-1,18,23,3,7.7
BA-1,19,15,3,5.0
BA-1,20,13,3,4.3
BA-1,21,15,2,7.5
BA-1,22,15,2,7.5
BA-1,23,7,2,3.5
BA-2,9,8,3,2.7
BA-2,10,38,7,5.4
BA-2,11,128,9,14.2
BA-2,12,135,16,8.4
BA-2,13,123,16,7.7
BA-2,14,155,19,8.2
BA-2,15,186,20,9.3
BA-2,16,145,18,8.1
BA-2,17,97,16,6.1
BA-2,18,119,14,8.5
BA-2,19,73,10,7.3
BA-2,20,40,5,8.0
BA-2,21,2,1,2.0
BA-4,0,6,1,6.0
BA-4,6,3,2,1.5
BA-4,7,9,2,4.5
BA-4,8,18,2,9.0
BA-4,9,3,4,0.8
BA-4,12,22,1,22.0
BA-4,13,33,2,16.5
BA-4,14,38,4,9.5
BA-4,15,42,2,21.0
BA-4,16,59,3,19.7
BA-4,17,46,1,46.0
BA-4,18,58,4,14.5
BA-4,19,21,1,21.0
BA-4,20,31,2,15.5
BA-4,21,22,2,11.0
BA-4,22,10,2,5.0
BA-4,23,9,2,4.5
BA-5,6,3,2,1.5
BA-5,7,12,2,6.0
BA-5,8,19,1,19.0
BA-5,9,12,3,4.0
BA-5,10,4,1,4.0
BA-5,11,13,2,6.5
BA-5,12,21,1,21.0
BA-5,13,16,2,8.0
BA-5,14,24,2,12.0
BA-5,15,30,2,15.0
BA-5,16,19,2,9.5
BA-5,17,10,2,5.0
BA-5,18,5,2,2.5
BA-5,19,7,2,3.5
BA-5,20,6,2,3.0
BM5,5,3,1,3.0
BM5,6,31,2,15.5
BM5,7,87,2,43.5
BM5,8,107,3,35.7
BM5,9,29,1,29.0
BM5,16,36,3,12.0
BM5,17,67,1,67.0
BM5,18,24,2,12.0
BM5,19,30,2,15.0
BM6,6,28,2,14.0
BM6,7,465,2,232.5
BM6,8,270,4,67.5
BM6,9,187,3,62.3
BM6,10,124,3,41.3
BM6,11,115,2,57.5
BM6,12,120,3,40.0
BM6,13,89,3,29.7
BM6,14,121,2,60.5
BM6,15,160,2,80.0
BM6,16,407,4,101.8
BM6,17,213,3,71.0
BM6,18,240,2,120.0
BM6,19,276,3,92.0
BM6,20,62,2,31.0
BM6,21,102,3,34.0
BM6,22,38,2,19.0
BN1,0,99,1,99.0
BN1,5,155,4,38.8
BN1,6,430,6,71.7
BN1,7,911,6,151.8
BN1,8,1111,8,138.9
BN1,9,764,4,191.0
BN1,10,615,8,76.9
BN1,11,620,8,77.5
BN1,12,639,7,91.3
BN1,13,690,7,98.6
BN1,14,715,8,89.4
BN1,15,751,9,83.4
BN1,16,842,9,93.6
BN1,17,788,9,87.6
BN1,18,823,9,91.4
BN1,19,674,8,84.2
BN1,20,576,6,96.0
BN1,21,404,6,67.3
BN1,22,422,7,60.3
BN1,23,289,2,144.5
BU-1,6,3,1,3.0
BU-1,8,5,2,2.5
BU-1,9,1,2,0.5
BU-1,10,6,2,3.0
BU-1,11,7,3,2.3
BU-1,12,3,4,0.8
BU-1,13,48,4,12.0
BU-1,14,20,2,10.0
BU-1,15,23,3,7.7
BU-1,16,27,2,13.5
BU-1,17,29,4,7.2
BU-1,18,19,2,9.5
BU-1,19,15,3,5.0
BU-1,20,10,1,10.0
BU-1,21,13,2,6.5
BU-1,22,4,1,4.0
BU-1,23,5,1,5.0
DS1,7,21,1,21.0
DS1,8,25,1,25.0
DS1,9,12,1,12.0
DS1,10,21,1,21.0
DS1,11,23,2,11.5
DS1,12,53,1,53.0
DS1,13,114,1,114.0
DS1,14,49,1,49.0
DS1,15,57,2,28.5
DS1,18,20,2,10.0
DS1,19,9,1,9.0
DS2,7,16,1,16.0
DS2,8,55,1,55.0
DS2,9,27,1,27.0
DS2,10,13,1,13.0
DS2,11,23,1,23.0
DS2,12,42,1,42.0
DS2,13,24,2,12.0
DS2,14,27,1,27.0
DS2,17,21,1,21.0
DT1,6,216,5,43.2
DT1,7,561,6,93.5
DT1,8,942,4,235.5
DT1,9,629,6,104.8
DT1,10,470,4,117.5
DT1,11,452,4,113.0
DT1,12,455,6,75.8
DT1,13,616,4,154.0
DT1,14,542,6,90.3
DT1,15,571,5,114.2
DT1,16,577,4,144.2
DT1,17,393,4,98.2
DT1,18,453,3,151.0
DT1,19,462,3,154.0
DT1,20,213,4,53.2
DT1,21,344,4,86.0
DT1,22,299,2,149.5
DT1,23,110,1,110.0
DT2,5,15,1,15.0
DT2,6,547,8,68.4
DT2,7,897,12,74.8
DT2,8,1304,10,130.4
DT2,9,1042,8,130.2
DT2,10,776,8,97.0
DT2,11,652,8,81.5
DT2,12,741,7,105.9
DT2,13,847,7,121.0
DT2,14,673,7,96.1
DT2,15,981,7,140.1
DT2,16,993,6,165.5
DT2,17,851,7,121.6
DT2,18,981,7,140.1
DT2,19,741,6,123.5
DT2,20,536,5,107.2
DT2,21,393,5,78.6
DT2,22,408,3,136.0
DT2,23,263,4,65.8
E-10,0,40,1,40.0
E-10,1,129,2,64.5
E-10,2,85,2,42.5
E-10,3,61,2,30.5
E-10,5,21,1,21.0
E-10,20,5,1,5.0
E-10,22,32,1,32.0
E-10,23,27,1,27.0
E-11,7,52,1,52.0
E-11,9,18,1,18.0
E-11,10,54,1,54.0
E-11,12,30,1,30.0
E-11,13,35,1,35.0
E-11,15,31,1,31.0
E-11,16,22,1,22.0
E-11,18,48,1,48.0
E-11,19,22,1,22.0
E-11,21,13,1,13.0
E-11,22,9,1,9.0
E-3,0,86,2,43.0
E-3,1,8,1,8.0
E-3,4,21,2,10.5
E-3,5,48,2,24.0
E-3,6,165,4,41.2
E-3,7,203,4,50.8
E-3,8,197,4,49.2
E-3,9,136,4,34.0
E-3,10,143,4,35.8
E-3,11,203,4,50.8
E-3,12,243,4,60.8
E-3,13,190,4,47.5
E-3,14,190,4,47.5
E-3,15,189,5,37.8
E-3,16,185,3,61.7
E-3,17,225,4,56.2
E-3,18,185,4,46.2
E-3,19,151,4,37.8
E-3,20,121,4,30.2
E-3,21,135,4,33.8
E-3,22,89,4,22.2
E-3,23,70,4,17.5
E-57,12,1,1,1.0
E-57,13,19,1,19.0
E-57,19,6,1,6.0
E-57,21,1,2,0.5
E-57,22,2,2,1.0
E-58,6,44,3,14.7
E-58,7,80,5,16.0
E-58,8,11,4,2.8
E-58,9,15,5,3.0
E-58,10,55,5,11.0
E-58,11,53,4,13.2
E-58,12,41,4,10.2
E-58,14,37,3,12.3
E-58,15,21,4,5.2
E-58,16,54,4,13.5
E-58,17,59,4,14.8
E-58,18,27,3,9.0
E-58,19,36,4,9.0
E-58,20,33,3,11.0
E-58,21,63,1,63.0
E-9,7,8,1,8.0
E-9,8,1,1,1.0
E-9,10,10,1,10.0
E-9,12,4,1,4.0
E-9,13,5,1,5.0
E-9,15,11,1,11.0
E-9,16,5,1,5.0
E-9,18,22,1,22.0
EL2,6,35,1,35.0
EL2,7,250,2,125.0
EL2,8,182,3,60.7
EL2,9,148,2,74.0
EL2,10,106,3,35.3
EL2,11,108,3,36.0
EL2,12,211,3,70.3
EL2,13,185,3,61.7
EL2,14,123,2,61.5
EL2,15,192,2,96.0
EL2,16,173,2,86.5
EL2,17,150,2,75.0
EL2,18,211,1,211.0
EL2,19,98,2,49.0
EL2,20,69,2,34.5
EL2,21,93,2,46.5
EM1,5,25,1,25.0
EM1,6,304,9,33.8
EM1,7,809,7,115.6
EM1,8,1240,9,137.8
EM1,9,713,8,89.1
EM1,10,650,7,92.9
EM1,11,593,7,84.7
EM1,12,774,6,129.0
EM1,13,795,6,132.5
EM1,14,741,6,123.5
EM1,15,864,5,172.8
EM1,16,871,4,217.8
EM1,17,976,3,325.3
EM1,18,973,5,194.6
EM1,19,573,2,286.5
EM1,20,345,2,172.5
EM1,21,134,2,67.0
EM1,22,49,1,49.0
EM2,6,115,3,38.3
EM2,7,727,7,103.9
EM2,8,732,6,122.0
EM2,9,513,6,85.5
EM2,10,386,6,64.3
EM2,11,487,5,97.4
EM2,12,475,6,79.2
EM2,13,429,4,107.2
EM2,14,535,3,178.3
EM2,15,417,4,104.2
EM2,16,497,6,82.8
EM2,17,369,7,52.7
EM2,18,665,6,110.8
EM2,19,558,6,93.0
EM2,20,279,4,69.8
EM2,21,153,3,51.0
EM2,22,84,1,84.0
ER1,6,3,1,3.0
ER2,6,71,1,71.0
ER2,7,116,1,116.0
ER2,8,100,1,100.0
ER2,9,86,1,86.0
ER2,11,76,1,76.0
ER2,12,34,1,34.0
ER2,14,43,1,43.0
ER2,15,37,1,37.0
ER2,17,40,1,40.0
ER2,19,54,1,54.0
ER2,20,21,1,21.0
ER2,22,22,1,22.0
ES1,6,48,2,24.0
ES1,7,76,2,38.0
ES1,8,31,2,15.5
ES1,15,4,1,4.0
ES1,16,45,2,22.5
ES1,17,62,1,62.0
ES1,18,19,1,19.0
ES1,19,58,1,58.0
ES2,6,37,1,37.0
ES2,7,35,1,35.0
ES2,8,44,1,44.0
ES2,17,9,1,9.0
ES2,18,6,1,6.0
ES3,6,16,4,4.0
ES3,7,39,2,19.5
ES3,16,5,1,5.0
ES3,17,26,2,13.0
FB1,7,44,1,44.0
FB1,8,66,1,66.0
FB1,9,69,1,69.0
FB1,10,43,1,43.0
FB1,12,116,1,116.0
FB1,13,46,1,46.0
FB1,14,47,1,47.0
FB1,16,77,1,77.0
FB1,17,45,1,45.0
FB1,18,32,1,32.0
FB1,20,62,1,62.0
FB1,21,12,1,12.0
FB1,22,16,1,16.0
GZ1,6,29,1,29.0
GZ1,7,49,1,49.0
GZ1,8,71,1,71.0
GZ1,9,164,1,164.0
GZ1,10,101,1,101.0
GZ1,11,108,1,108.0
GZ1,13,127,1,127.0
GZ1,14,66,1,66.0
GZ1,15,150,1,150.0
GZ1,17,68,1,68.0
GZ1,18,111,1,111.0
GZ1,19,63,1,63.0
GZ1,21,36,1,36.0
H-1,6,19,1,19.0
H-1,7,79,2,39.5
H-1,8,54,2,27.0
H-1,9,28,1,28.0
H-1,10,21,1,21.0
H-1,11,29,2,14.5
H-1,12,28,2,14.0
H-1,13,34,2,17.0
H-1,14,27,2,13.5
H-1,16,40,2,20.0
H-1,17,36,2,18.0
H-1,19,43,2,21.5
H-1,20,26,2,13.0
H-1,21,12,1,12.0
H-2,1,13,1,13.0
H-2,5,21,1,21.0
H-3,5,11,2,5.5
H-3,6,62,1,62.0
H-3,7,47,2,23.5
H-3,8,57,2,28.5
H-3,10,49,2,24.5
H-3,11,29,1,29.0
H-3,12,31,1,31.0
H-3,13,57,1,57.0
H-3,15,56,1,56.0
H-3,16,48,2,24.0
H-3,17,32,1,32.0
H-3,18,93,1,93.0
H-3,19,80,2,40.0
H-3,20,36,1,36.0
H-6,0,22,1,22.0
H-6,1,14,1,14.0
H-6,6,136,3,45.3
H-6,7,260,3,86.7
H-6,8,252,3,84.0
H-6,9,95,2,47.5
H-6,10,114,2,57.0
H-6,11,107,4,26.8
H-6,12,214,2,107.0
H-6,13,76,2,38.0
H-6,14,101,2,50.5
H-6,15,119,3,39.7
H-6,16,176,3,58.7
H-6,17,126,2,63.0
H-6,18,168,2,84.0
H-6,19,184,2,92.0
H-6,20,64,2,32.0
H-6,21,63,2,31.5
H-6,22,56,3,18.7
H-8,14,8,1,8.0
H-8,16,26,1,26.0
H-8,18,45,1,45.0
H-8,20,2,1,2.0
HA-1,7,3,2,1.5
HA-1,8,37,4,9.2
HA-1,9,4,2,2.0
HA-1,10,7,3,2.3
HA-1,11,6,2,3.0
HA-1,12,1,1,1.0
HA-1,13,9,1,9.0
HA-1,14,13,2,6.5
HA-1,15,4,2,2.0
HA-1,16,8,1,8.0
HA-1,17,18,3,6.0
HA-1,18,16,2,8.0
HA-1,19,15,2,7.5
HA-1,20,10,2,5.0
HA-1,21,9,2,4.5
HA-1,22,5,2,2.5
HA-1,23,2,2,1.0
HA-2,11,6,1,6.0
HA-2,12,5,1,5.0
HA-2,13,15,2,7.5
HA-2,14,2,1,2.0
HA-2,16,11,1,11.0
HM1,0,1,1,1.0
HM1,6,106,4,26.5
HM1,7,236,2,118.0
HM1,8,142,2,71.0
HM1,9,138,1,138.0
HM1,10,98,2,49.0
HM1,11,108,2,54.0
HM1,12,165,1,165.0
HM1,13,117,2,58.5
HM1,14,116,1,116.0
HM1,15,243,3,81.0
HM1,16,266,2,133.0
HM1,17,193,2,96.5
HM1,18,256,2,128.0
HM1,19,212,1,212.0
HM1,20,122,2,61.0
HM1,21,113,3,37.7
HM1,22,103,2,51.5
HM1,23,58,1,58.0
HM2,8,151,1,151.0
HM2,9,66,2,33.0
HM2,10,89,1,89.0
